onset	duration	sample	trial_type	response_time	stim_file	item_name	serialpos	list	experiment	session	subject
0.0	0.0	149752	B	n/a	n/a	n/a	-999	-999	pyFR	0	TJ033
0.0	347.942	149752	SESS_START	n/a	n/a	n/a	-999	-999	pyFR	0	TJ033
347.942	0.016	497683	TRIAL	n/a	n/a	n/a	-999	1	pyFR	0	TJ033
347.958	2.906	497699	ORIENT	n/a	n/a	n/a	-999	1	pyFR	0	TJ033
350.864	2.838	500604	WORD	n/a	wordpools/wordpool_EN.txt	CHALK	1	1	pyFR	0	TJ033
353.702	2.503	503442	WORD	n/a	wordpools/wordpool_EN.txt	SEED	2	1	pyFR	0	TJ033
356.205	2.622	505945	WORD	n/a	wordpools/wordpool_EN.txt	STEM	3	1	pyFR	0	TJ033
358.827	2.653	508567	WORD	n/a	wordpools/wordpool_EN.txt	BRANCH	4	1	pyFR	0	TJ033
361.48	2.672	511220	WORD	n/a	wordpools/wordpool_EN.txt	DUCK	5	1	pyFR	0	TJ033
364.152	2.487	513892	WORD	n/a	wordpools/wordpool_EN.txt	CLAY	6	1	pyFR	0	TJ033
366.639	2.589	516379	WORD	n/a	wordpools/wordpool_EN.txt	SWAMP	7	1	pyFR	0	TJ033
369.228	2.436	518968	WORD	n/a	wordpools/wordpool_EN.txt	RICE	8	1	pyFR	0	TJ033
371.664	2.455	521404	WORD	n/a	wordpools/wordpool_EN.txt	TRAIN	9	1	pyFR	0	TJ033
374.119	2.537	523859	WORD	n/a	wordpools/wordpool_EN.txt	TENT	10	1	pyFR	0	TJ033
376.656	2.489	526396	WORD	n/a	wordpools/wordpool_EN.txt	BEACH	11	1	pyFR	0	TJ033
379.145	2.486	528885	WORD	n/a	wordpools/wordpool_EN.txt	DOCK	12	1	pyFR	0	TJ033
381.631	2.472	531370	WORD	n/a	wordpools/wordpool_EN.txt	CAT	13	1	pyFR	0	TJ033
384.103	2.52	533842	WORD	n/a	wordpools/wordpool_EN.txt	WEED	14	1	pyFR	0	TJ033
386.623	34.127	536362	WORD	n/a	wordpools/wordpool_EN.txt	STAIR	15	1	pyFR	0	TJ033
420.75	0.0	570488	REC_START	n/a	n/a	n/a	-999	1	pyFR	0	TJ033
420.75	1.0	570488	REC_WORD	0.0	n/a	<>	-999	1	pyFR	0	TJ033
421.75	1.0	571488	REC_WORD	1.0	n/a	<>	-999	1	pyFR	0	TJ033
422.75	1.0	572488	REC_WORD	2.0	n/a	<>	-999	1	pyFR	0	TJ033
423.75	1.0	573488	REC_WORD	3.0	n/a	<>	-999	1	pyFR	0	TJ033
424.75	1.0	574488	REC_WORD	4.0	n/a	<>	-999	1	pyFR	0	TJ033
425.75	2.662	575488	REC_WORD	5.0	n/a	<>	-999	1	pyFR	0	TJ033
428.412	2.77	578150	REC_WORD	7.662	n/a	SEED	-999	1	pyFR	0	TJ033
431.182	1.749	580920	REC_WORD	10.432	n/a	PAINT	-999	1	pyFR	0	TJ033
432.931	4.368	582669	REC_WORD	12.181	n/a	WEED	-999	1	pyFR	0	TJ033
437.299	3.922	587037	REC_WORD	16.549	n/a	BOAT	-999	1	pyFR	0	TJ033
441.221	1.0	590959	REC_WORD	20.471	n/a	<>	-999	1	pyFR	0	TJ033
442.221	4.634	591959	REC_WORD	21.471	n/a	<>	-999	1	pyFR	0	TJ033
446.855	3.321	596592	REC_WORD	26.105	n/a	<>	-999	1	pyFR	0	TJ033
450.176	1.0	599913	REC_WORD	29.426	n/a	<>	-999	1	pyFR	0	TJ033
451.176	4.313	600913	REC_WORD	30.426	n/a	<>	-999	1	pyFR	0	TJ033
455.489	1.0	605226	REC_WORD	34.739	n/a	<>	-999	1	pyFR	0	TJ033
456.489	1.0	606226	REC_WORD	35.739	n/a	<>	-999	1	pyFR	0	TJ033
457.489	3.455	607226	REC_WORD	36.739	n/a	<>	-999	1	pyFR	0	TJ033
460.944	172.095	610681	REC_WORD	40.194	n/a	PATCH	-999	1	pyFR	0	TJ033
633.039	0.016	782770	TRIAL	n/a	n/a	n/a	-999	3	pyFR	0	TJ033
633.055	2.972	782786	ORIENT	n/a	n/a	n/a	-999	3	pyFR	0	TJ033
636.027	2.722	785758	WORD	n/a	wordpools/wordpool_EN.txt	CAKE	1	3	pyFR	0	TJ033
638.749	2.519	788480	WORD	n/a	wordpools/wordpool_EN.txt	RAT	2	3	pyFR	0	TJ033
641.268	2.422	790999	WORD	n/a	wordpools/wordpool_EN.txt	COW	3	3	pyFR	0	TJ033
643.69	2.603	793421	WORD	n/a	wordpools/wordpool_EN.txt	SOCK	4	3	pyFR	0	TJ033
646.293	2.722	796024	WORD	n/a	wordpools/wordpool_EN.txt	EAR	5	3	pyFR	0	TJ033
649.015	2.621	798746	WORD	n/a	wordpools/wordpool_EN.txt	CAPE	6	3	pyFR	0	TJ033
651.636	2.704	801367	WORD	n/a	wordpools/wordpool_EN.txt	YARD	7	3	pyFR	0	TJ033
654.34	2.672	804071	WORD	n/a	wordpools/wordpool_EN.txt	CRANE	8	3	pyFR	0	TJ033
657.012	2.437	806743	WORD	n/a	wordpools/wordpool_EN.txt	PEARL	9	3	pyFR	0	TJ033
659.449	2.455	809180	WORD	n/a	wordpools/wordpool_EN.txt	COUCH	10	3	pyFR	0	TJ033
661.904	2.486	811635	WORD	n/a	wordpools/wordpool_EN.txt	PANTS	11	3	pyFR	0	TJ033
664.39	2.79	814120	WORD	n/a	wordpools/wordpool_EN.txt	LAMP	12	3	pyFR	0	TJ033
667.18	2.537	816910	WORD	n/a	wordpools/wordpool_EN.txt	NAIL	13	3	pyFR	0	TJ033
669.717	2.521	819447	WORD	n/a	wordpools/wordpool_EN.txt	PLANT	14	3	pyFR	0	TJ033
672.238	36.26	821968	WORD	n/a	wordpools/wordpool_EN.txt	HAND	15	3	pyFR	0	TJ033
708.498	4.05	858227	REC_START	n/a	n/a	n/a	-999	3	pyFR	0	TJ033
712.548	1.0	862277	REC_WORD	4.05	n/a	<>	-999	3	pyFR	0	TJ033
713.548	1.167	863277	REC_WORD	5.05	n/a	<>	-999	3	pyFR	0	TJ033
714.715	2.98	864444	REC_WORD	6.217	n/a	CAKE	-999	3	pyFR	0	TJ033
717.695	3.191	867424	REC_WORD	9.197	n/a	FLOWER	-999	3	pyFR	0	TJ033
720.886	1.837	870615	REC_WORD	12.388	n/a	PLANT	-999	3	pyFR	0	TJ033
722.723	3.694	872452	REC_WORD	14.225	n/a	SEED	-999	3	pyFR	0	TJ033
726.417	3.694	876145	REC_WORD	17.919	n/a	<>	-999	3	pyFR	0	TJ033
730.111	1.0	879839	REC_WORD	21.613	n/a	<>	-999	3	pyFR	0	TJ033
731.111	1.0	880839	REC_WORD	22.613	n/a	<>	-999	3	pyFR	0	TJ033
732.111	2.585	881839	REC_WORD	23.613	n/a	<>	-999	3	pyFR	0	TJ033
734.696	1.0	884424	REC_WORD	26.198	n/a	<>	-999	3	pyFR	0	TJ033
735.696	1.0	885424	REC_WORD	27.198	n/a	<>	-999	3	pyFR	0	TJ033
736.696	1.655	886424	REC_WORD	28.198	n/a	<>	-999	3	pyFR	0	TJ033
738.351	26.175	888079	REC_WORD	29.853	n/a	<>	-999	3	pyFR	0	TJ033
764.526	0.016	914253	TRIAL	n/a	n/a	n/a	-999	4	pyFR	0	TJ033
764.542	2.755	914269	ORIENT	n/a	n/a	n/a	-999	4	pyFR	0	TJ033
767.297	2.438	917024	WORD	n/a	wordpools/wordpool_EN.txt	FOOT	1	4	pyFR	0	TJ033
769.735	2.637	919462	WORD	n/a	wordpools/wordpool_EN.txt	INK	2	4	pyFR	0	TJ033
772.372	2.656	922099	WORD	n/a	wordpools/wordpool_EN.txt	DRUM	3	4	pyFR	0	TJ033
775.028	2.804	924755	WORD	n/a	wordpools/wordpool_EN.txt	BROOM	4	4	pyFR	0	TJ033
777.832	2.804	927559	WORD	n/a	wordpools/wordpool_EN.txt	CAVE	5	4	pyFR	0	TJ033
780.636	2.54	930363	WORD	n/a	wordpools/wordpool_EN.txt	STREET	6	4	pyFR	0	TJ033
783.176	2.62	932903	WORD	n/a	wordpools/wordpool_EN.txt	PALM	7	4	pyFR	0	TJ033
785.796	2.753	935523	WORD	n/a	wordpools/wordpool_EN.txt	DAD	8	4	pyFR	0	TJ033
788.549	2.656	938276	WORD	n/a	wordpools/wordpool_EN.txt	SNAKE	9	4	pyFR	0	TJ033
791.205	2.604	940931	WORD	n/a	wordpools/wordpool_EN.txt	PIG	10	4	pyFR	0	TJ033
793.809	2.671	943535	WORD	n/a	wordpools/wordpool_EN.txt	STONE	11	4	pyFR	0	TJ033
796.48	2.538	946206	WORD	n/a	wordpools/wordpool_EN.txt	ROOM	12	4	pyFR	0	TJ033
799.018	2.537	948744	WORD	n/a	wordpools/wordpool_EN.txt	TOAD	13	4	pyFR	0	TJ033
801.555	2.488	951281	WORD	n/a	wordpools/wordpool_EN.txt	PEACH	14	4	pyFR	0	TJ033
804.043	22.839	953769	WORD	n/a	wordpools/wordpool_EN.txt	STORM	15	4	pyFR	0	TJ033
826.882	2.465	976607	REC_START	n/a	n/a	n/a	-999	4	pyFR	0	TJ033
829.347	1.0	979072	REC_WORD	2.465	n/a	<>	-999	4	pyFR	0	TJ033
830.347	1.85	980072	REC_WORD	3.465	n/a	<>	-999	4	pyFR	0	TJ033
832.197	9.953	981922	REC_WORD	5.315	n/a	<>	-999	4	pyFR	0	TJ033
842.15	1.0	991875	REC_WORD	15.268	n/a	<>	-999	4	pyFR	0	TJ033
843.15	6.232	992875	REC_WORD	16.268	n/a	<>	-999	4	pyFR	0	TJ033
849.382	7.192	999107	REC_WORD	22.5	n/a	<>	-999	4	pyFR	0	TJ033
856.574	8.85	1006298	REC_WORD	29.692	n/a	<>	-999	4	pyFR	0	TJ033
865.424	1.0	1015148	REC_WORD	38.542	n/a	<>	-999	4	pyFR	0	TJ033
866.424	3.189	1016148	REC_WORD	39.542	n/a	<>	-999	4	pyFR	0	TJ033
869.613	51.093	1019337	REC_WORD	42.731	n/a	BANK	-999	4	pyFR	0	TJ033
920.706	0.017	1070428	TRIAL	n/a	n/a	n/a	-999	5	pyFR	0	TJ033
920.723	2.87	1070445	ORIENT	n/a	n/a	n/a	-999	5	pyFR	0	TJ033
923.593	2.705	1073315	WORD	n/a	wordpools/wordpool_EN.txt	MOON	1	5	pyFR	0	TJ033
926.298	2.588	1076020	WORD	n/a	wordpools/wordpool_EN.txt	SUN	2	5	pyFR	0	TJ033
928.886	2.839	1078608	WORD	n/a	wordpools/wordpool_EN.txt	CHIN	3	5	pyFR	0	TJ033
931.725	2.553	1081447	WORD	n/a	wordpools/wordpool_EN.txt	BOY	4	5	pyFR	0	TJ033
934.278	2.455	1084000	WORD	n/a	wordpools/wordpool_EN.txt	WING	5	5	pyFR	0	TJ033
936.733	2.72	1086455	WORD	n/a	wordpools/wordpool_EN.txt	WHALE	6	5	pyFR	0	TJ033
939.453	2.723	1089175	WORD	n/a	wordpools/wordpool_EN.txt	TIE	7	5	pyFR	0	TJ033
942.176	2.704	1091898	WORD	n/a	wordpools/wordpool_EN.txt	TOOL	8	5	pyFR	0	TJ033
944.88	2.604	1094602	WORD	n/a	wordpools/wordpool_EN.txt	BOOK	9	5	pyFR	0	TJ033
947.484	2.521	1097205	WORD	n/a	wordpools/wordpool_EN.txt	SHEEP	10	5	pyFR	0	TJ033
950.005	2.604	1099726	WORD	n/a	wordpools/wordpool_EN.txt	BADGE	11	5	pyFR	0	TJ033
952.609	2.671	1102330	WORD	n/a	wordpools/wordpool_EN.txt	BOOT	12	5	pyFR	0	TJ033
955.28	2.689	1105001	WORD	n/a	wordpools/wordpool_EN.txt	CHIEF	13	5	pyFR	0	TJ033
957.969	2.805	1107690	WORD	n/a	wordpools/wordpool_EN.txt	FAN	14	5	pyFR	0	TJ033
960.774	23.772	1110495	WORD	n/a	wordpools/wordpool_EN.txt	ARK	15	5	pyFR	0	TJ033
984.546	3.649	1134266	REC_START	n/a	n/a	n/a	-999	5	pyFR	0	TJ033
988.195	1.573	1137915	REC_WORD	3.649	n/a	PHONE	-999	5	pyFR	0	TJ033
989.768	1.71	1139488	REC_WORD	5.222	n/a	CHIN	-999	5	pyFR	0	TJ033
991.478	2.933	1141198	REC_WORD	6.932	n/a	BANK	-999	5	pyFR	0	TJ033
994.411	3.145	1144131	REC_WORD	9.865	n/a	<>	-999	5	pyFR	0	TJ033
997.556	3.622	1147276	REC_WORD	13.01	n/a	MOON	-999	5	pyFR	0	TJ033
1001.178	4.196	1150898	REC_WORD	16.632	n/a	<>	-999	5	pyFR	0	TJ033
1005.374	9.549	1155094	REC_WORD	20.828	n/a	STRAP	-999	5	pyFR	0	TJ033
1014.923	4.186	1164642	REC_WORD	30.377	n/a	FEET	-999	5	pyFR	0	TJ033
1019.109	33.318	1168828	REC_WORD	34.563	n/a	<>	-999	5	pyFR	0	TJ033
1052.427	0.016	1202145	TRIAL	n/a	n/a	n/a	-999	6	pyFR	0	TJ033
1052.443	2.906	1202161	ORIENT	n/a	n/a	n/a	-999	6	pyFR	0	TJ033
1055.349	2.688	1205067	WORD	n/a	wordpools/wordpool_EN.txt	DEER	1	6	pyFR	0	TJ033
1058.037	2.822	1207755	WORD	n/a	wordpools/wordpool_EN.txt	BLOOM	2	6	pyFR	0	TJ033
1060.859	2.453	1210577	WORD	n/a	wordpools/wordpool_EN.txt	JAR	3	6	pyFR	0	TJ033
1063.312	2.789	1213030	WORD	n/a	wordpools/wordpool_EN.txt	SHEET	4	6	pyFR	0	TJ033
1066.101	2.671	1215819	WORD	n/a	wordpools/wordpool_EN.txt	TOY	5	6	pyFR	0	TJ033
1068.772	2.637	1218490	WORD	n/a	wordpools/wordpool_EN.txt	SHIELD	6	6	pyFR	0	TJ033
1071.409	2.706	1221127	WORD	n/a	wordpools/wordpool_EN.txt	BLUSH	7	6	pyFR	0	TJ033
1074.115	2.637	1223832	WORD	n/a	wordpools/wordpool_EN.txt	SWORD	8	6	pyFR	0	TJ033
1076.752	2.754	1226469	WORD	n/a	wordpools/wordpool_EN.txt	ROCK	9	6	pyFR	0	TJ033
1079.506	2.522	1229223	WORD	n/a	wordpools/wordpool_EN.txt	SINK	10	6	pyFR	0	TJ033
1082.028	2.771	1231745	WORD	n/a	wordpools/wordpool_EN.txt	FOX	11	6	pyFR	0	TJ033
1084.799	2.804	1234516	WORD	n/a	wordpools/wordpool_EN.txt	WAVE	12	6	pyFR	0	TJ033
1087.603	2.821	1237320	WORD	n/a	wordpools/wordpool_EN.txt	BRIDGE	13	6	pyFR	0	TJ033
1090.424	2.422	1240141	WORD	n/a	wordpools/wordpool_EN.txt	APE	14	6	pyFR	0	TJ033
1092.846	28.968	1242563	WORD	n/a	wordpools/wordpool_EN.txt	STOVE	15	6	pyFR	0	TJ033
1121.814	6.684	1271530	REC_START	n/a	n/a	n/a	-999	6	pyFR	0	TJ033
1128.498	3.399	1278214	REC_WORD	6.684	n/a	<>	-999	6	pyFR	0	TJ033
1131.897	2.445	1281613	REC_WORD	10.083	n/a	<>	-999	6	pyFR	0	TJ033
1134.342	3.135	1284058	REC_WORD	12.528	n/a	SINK	-999	6	pyFR	0	TJ033
1137.477	7.829	1287192	REC_WORD	15.663	n/a	SHAPE	-999	6	pyFR	0	TJ033
1145.306	7.886	1295021	REC_WORD	23.492	n/a	<>	-999	6	pyFR	0	TJ033
1153.192	1.842	1302907	REC_WORD	31.378	n/a	<>	-999	6	pyFR	0	TJ033
1155.034	8.799	1304749	REC_WORD	33.22	n/a	FEET	-999	6	pyFR	0	TJ033
1163.833	18.03	1313548	REC_WORD	42.019	n/a	TEETH	-999	6	pyFR	0	TJ033
1181.863	0.016	1331577	TRIAL	n/a	n/a	n/a	-999	7	pyFR	0	TJ033
1181.879	2.921	1331593	ORIENT	n/a	n/a	n/a	-999	7	pyFR	0	TJ033
1184.8	2.821	1334514	WORD	n/a	wordpools/wordpool_EN.txt	SMILE	1	7	pyFR	0	TJ033
1187.621	2.489	1337335	WORD	n/a	wordpools/wordpool_EN.txt	NOSE	2	7	pyFR	0	TJ033
1190.11	2.705	1339824	WORD	n/a	wordpools/wordpool_EN.txt	FOOD	3	7	pyFR	0	TJ033
1192.815	2.469	1342529	WORD	n/a	wordpools/wordpool_EN.txt	OWL	4	7	pyFR	0	TJ033
1195.284	2.538	1344998	WORD	n/a	wordpools/wordpool_EN.txt	LAMB	5	7	pyFR	0	TJ033
1197.822	2.521	1347536	WORD	n/a	wordpools/wordpool_EN.txt	JUDGE	6	7	pyFR	0	TJ033
1200.343	2.488	1350056	WORD	n/a	wordpools/wordpool_EN.txt	MOLE	7	7	pyFR	0	TJ033
1202.831	2.453	1352544	WORD	n/a	wordpools/wordpool_EN.txt	CAR	8	7	pyFR	0	TJ033
1205.284	2.522	1354997	WORD	n/a	wordpools/wordpool_EN.txt	STOOL	9	7	pyFR	0	TJ033
1207.806	2.637	1357519	WORD	n/a	wordpools/wordpool_EN.txt	MAT	10	7	pyFR	0	TJ033
1210.443	2.805	1360156	WORD	n/a	wordpools/wordpool_EN.txt	ROOT	11	7	pyFR	0	TJ033
1213.248	2.789	1362961	WORD	n/a	wordpools/wordpool_EN.txt	HOOF	12	7	pyFR	0	TJ033
1216.037	2.688	1365750	WORD	n/a	wordpools/wordpool_EN.txt	HILL	13	7	pyFR	0	TJ033
1218.725	2.636	1368438	WORD	n/a	wordpools/wordpool_EN.txt	SOAP	14	7	pyFR	0	TJ033
1221.361	40.001	1371074	WORD	n/a	wordpools/wordpool_EN.txt	DITCH	15	7	pyFR	0	TJ033
1261.362	9.603	1411073	REC_START	n/a	n/a	n/a	-999	7	pyFR	0	TJ033
1270.965	1.0	1420676	REC_WORD	9.603	n/a	<>	-999	7	pyFR	0	TJ033
1271.965	3.137	1421676	REC_WORD	10.603	n/a	<>	-999	7	pyFR	0	TJ033
1275.102	10.56	1424813	REC_WORD	13.74	n/a	<>	-999	7	pyFR	0	TJ033
1285.662	2.466	1435373	REC_WORD	24.3	n/a	SMILE	-999	7	pyFR	0	TJ033
1288.128	2.12	1437839	REC_WORD	26.766	n/a	TEETH	-999	7	pyFR	0	TJ033
1290.248	2.503	1439959	REC_WORD	28.886	n/a	<>	-999	7	pyFR	0	TJ033
1292.751	2.674	1442461	REC_WORD	31.389	n/a	<>	-999	7	pyFR	0	TJ033
1295.425	2.15	1445135	REC_WORD	34.063	n/a	HOLE	-999	7	pyFR	0	TJ033
1297.575	3.179	1447285	REC_WORD	36.213	n/a	<>	-999	7	pyFR	0	TJ033
1300.754	3.814	1450464	REC_WORD	39.392	n/a	RAT	-999	7	pyFR	0	TJ033
1304.568	365.166	1454278	REC_WORD	43.206	n/a	<>	-999	7	pyFR	0	TJ033
1669.734	0.016	1819433	TRIAL	n/a	n/a	n/a	-999	8	pyFR	0	TJ033
1669.75	2.838	1819449	ORIENT	n/a	n/a	n/a	-999	8	pyFR	0	TJ033
1672.588	2.622	1822286	WORD	n/a	wordpools/wordpool_EN.txt	KING	1	8	pyFR	0	TJ033
1675.21	2.587	1824908	WORD	n/a	wordpools/wordpool_EN.txt	CART	2	8	pyFR	0	TJ033
1677.797	2.57	1827495	WORD	n/a	wordpools/wordpool_EN.txt	BOX	3	8	pyFR	0	TJ033
