onset	duration	sample	trial_type	response_time	stim_file	item_name	serialpos	list	experiment	session	subject
0.0	0.0	80246	B	n/a	n/a	n/a	-999	-999	pyFR	2	TJ020
0.0	219.075	80246	SESS_START	n/a	n/a	n/a	-999	-999	pyFR	2	TJ020
219.075	0.016	299314	TRIAL	n/a	n/a	n/a	-999	-999	pyFR	2	TJ020
219.091	1.6	299330	ORIENT	n/a	n/a	n/a	-999	-999	pyFR	2	TJ020
221.847	1.6	302086	WORD	n/a	wordpools/wordpool_EN.txt	KING	1	1	pyFR	2	TJ020
224.469	1.6	304708	WORD	n/a	wordpools/wordpool_EN.txt	SUN	2	1	pyFR	2	TJ020
227.206	1.6	307445	WORD	n/a	wordpools/wordpool_EN.txt	FOG	3	1	pyFR	2	TJ020
229.628	1.6	309867	WORD	n/a	wordpools/wordpool_EN.txt	TOE	4	1	pyFR	2	TJ020
232.25	1.6	312489	WORD	n/a	wordpools/wordpool_EN.txt	BEACH	5	1	pyFR	2	TJ020
234.888	1.6	315127	WORD	n/a	wordpools/wordpool_EN.txt	PRINCE	6	1	pyFR	2	TJ020
237.393	1.6	317631	WORD	n/a	wordpools/wordpool_EN.txt	DOCK	7	1	pyFR	2	TJ020
240.197	1.6	320435	WORD	n/a	wordpools/wordpool_EN.txt	CHIN	8	1	pyFR	2	TJ020
242.869	1.6	323107	WORD	n/a	wordpools/wordpool_EN.txt	STONE	9	1	pyFR	2	TJ020
245.357	1.6	325595	WORD	n/a	wordpools/wordpool_EN.txt	CAT	10	1	pyFR	2	TJ020
247.845	1.6	328083	WORD	n/a	wordpools/wordpool_EN.txt	THREAD	11	1	pyFR	2	TJ020
250.416	1.6	330654	WORD	n/a	wordpools/wordpool_EN.txt	HOOF	12	1	pyFR	2	TJ020
253.137	1.6	333375	WORD	n/a	wordpools/wordpool_EN.txt	PET	13	1	pyFR	2	TJ020
255.609	1.6	335847	WORD	n/a	wordpools/wordpool_EN.txt	PEACH	14	1	pyFR	2	TJ020
258.398	1.6	338636	WORD	n/a	wordpools/wordpool_EN.txt	BRICK	15	1	pyFR	2	TJ020
286.956	3.08	367193	REC_START	n/a	n/a	n/a	-999	-999	pyFR	2	TJ020
290.036	1.0	370273	REC_WORD	3.08	n/a	<>	-999	1	pyFR	2	TJ020
291.036	1.017	371273	REC_WORD	4.08	n/a	<>	-999	1	pyFR	2	TJ020
292.053	0.242	372290	REC_WORD	5.097	n/a	<>	-999	1	pyFR	2	TJ020
292.295	1.31	372532	REC_WORD	5.339	n/a	KING	-999	1	pyFR	2	TJ020
293.605	0.873	373842	REC_WORD	6.649	n/a	BEACH	-999	1	pyFR	2	TJ020
294.478	0.938	374715	REC_WORD	7.522	n/a	CAT	-999	1	pyFR	2	TJ020
295.416	1.72	375653	REC_WORD	8.46	n/a	FOG	-999	1	pyFR	2	TJ020
297.136	0.38	377372	REC_WORD	10.18	n/a	<>	-999	1	pyFR	2	TJ020
297.516	1.472	377752	REC_WORD	10.56	n/a	PEACH	-999	1	pyFR	2	TJ020
