name	x	y	z	size	group	hemisphere	type	lobe	region1	region2	gray_white	mni.x	mni.y	mni.z
LFA1	-11.0	63.0	26.0	-999	LFA	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter	-11.1599	63.4067	31.2629
LFA2	-19.0	56.0	28.0	-999	LFA	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 9	Gray Matter	-19.6476	55.9854	33.4785
LFA3	-28.0	49.0	30.0	-999	LFA	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 9	Gray Matter	-28.1353	48.5641	35.6942
LFA5	-43.0	33.0	33.0	-999	LFA	L	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 9	Gray Matter	-43.2547	32.0284	37.7495
LFA7	-53.0	15.0	30.0	-999	LFA	L	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 9	Gray Matter	-53.6102	14.1797	33.3047
LFA8	-55.0	5.0	26.0	-999	LFA	L	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 9	Gray Matter	-55.2786	4.11193	28.9813
LFB1	-25.0	63.0	0.0	-999	LFB	L	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter	-25.4262	64.9408	3.09278
LFB2	-34.0	57.0	2.0	-999	LFB	L	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter	-34.1435	58.5957	5.48804
LFB3	-42.0	50.0	5.0	-999	LFB	L	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter	-42.6313	51.1744	7.70367
LFB5	-54.0	32.0	9.0	-999	LFB	L	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 46	Gray Matter	-54.1255	32.7757	12.031
LFB7	-57.0	13.0	14.0	-999	LFB	L	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 44	Gray Matter	-57.5039	13.0387	15.8221
LFB8	-59.0	3.0	16.0	-999	LFB	L	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter	-59.242	2.38438	17.0019
LD1	-30.0	-7.0	26.0	-999	LD	L	grid	Sub-lobar	Insula	Brodmann area 13	Gray Matter	-30.6045	-8.43297	28.0432
LD2	-36.0	-8.0	25.0	-999	LD	L	grid	Sub-lobar	Insula	Brodmann area 13	Gray Matter	-36.1792	-9.23233	26.1904
LD3	-41.0	-9.0	23.0	-999	LD	L	grid	Sub-lobar	Insula	Brodmann area 13	Gray Matter	-41.7539	-10.0317	24.3377
LD4	-47.0	-8.0	22.0	-999	LD	L	grid	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter	-47.6864	-9.89094	23.7496
LD5	-52.0	-9.0	22.0	-999	LD	L	grid	Parietal Lobe	Postcentral Gyrus	Brodmann area 43	Gray Matter	-52.8189	-10.7329	23.059
LD6	-57.0	-9.0	22.0	-999	LD	L	grid	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter	-57.7389	-10.5411	23.7097
RFA1	19.0	60.0	-5.0	-999	RFA	R	strip	Frontal Lobe	Medial Frontal Gyrus	Brodmann area 10	Gray Matter	19.653	62.2321	-2.8672
RFA2	29.0	60.0	-1.0	-999	RFA	R	strip	Frontal Lobe	Superior Frontal Gyrus	Brodmann area 10	Gray Matter	29.6359	62.2956	2.67591
RFA3	37.0	58.0	6.0	-999	RFA	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter	37.541	59.5608	9.72365
RFA4	43.0	52.0	13.0	-999	RFA	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter	43.7262	53.0874	17.0113
RFA5	46.0	45.0	19.0	-999	RFA	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 10	Gray Matter	46.8474	45.1126	22.5734
RFA6	48.0	36.0	25.0	-999	RFA	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 46	Gray Matter	48.815	36.2767	28.9778
RFA7	49.0	29.0	30.0	-999	RFA	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 9	Gray Matter	49.6553	27.9279	34.233
RFA8	50.0	20.0	35.0	-999	RFA	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 9	Gray Matter	50.7251	18.5029	39.3088
RFB1	46.0	11.0	-27.0	-999	RFB	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter	46.2323	12.5301	-30.8642
RFB2	51.0	12.0	-19.0	-999	RFB	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter	51.95	13.7766	-22.1666
RFB3	56.0	14.0	-10.0	-999	RFB	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 38	Gray Matter	56.2711	14.5641	-11.452
RFB4	58.0	13.0	-2.0	-999	RFB	R	strip	Temporal Lobe	Superior Temporal Gyrus	Brodmann area 22	Gray Matter	58.5409	13.9012	-1.22388
RFB5	60.0	13.0	9.0	-999	RFB	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 44	Gray Matter	60.6826	13.1024	10.0895
RFB6	59.0	13.0	19.0	-999	RFB	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 45	Gray Matter	59.1729	12.8184	21.122
RFB7	57.0	11.0	28.0	-999	RFB	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 9	Gray Matter	57.1102	10.3311	30.5566
RFB8	56.0	12.0	37.0	-999	RFB	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 9	Gray Matter	56.8692	10.3702	40.6573
RFC1	50.0	-12.0	-24.0	-999	RFC	R	strip	Temporal Lobe	Fusiform Gyrus	Brodmann area 20	Gray Matter	50.4168	-10.7485	-29.2073
RFC2	58.0	-8.0	-18.0	-999	RFC	R	strip	Temporal Lobe	Inferior Temporal Gyrus	Brodmann area 21	Gray Matter	58.4418	-7.77967	-22.1938
RFC3	64.0	-6.0	-11.0	-999	RFC	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter	65.0703	-5.2699	-13.1633
RFC4	66.0	-2.0	-3.0	-999	RFC	R	strip	Temporal Lobe	Middle Temporal Gyrus	Brodmann area 21	Gray Matter	66.549	-1.49227	-3.30243
RFC5	66.0	2.0	7.0	-999	RFC	R	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter	66.7593	1.96226	7.49022
RFC6	63.0	4.0	16.0	-999	RFC	R	strip	Frontal Lobe	Precentral Gyrus	Brodmann area 4_6	Gray Matter	63.7777	3.77943	17.6429
RFC7	59.0	7.0	26.0	-999	RFC	R	strip	Frontal Lobe	Inferior Frontal Gyrus	Brodmann area 9	Gray Matter	59.2978	6.34966	28.9069
RFC8	56.0	12.0	37.0	-999	RFC	R	strip	Frontal Lobe	Middle Frontal Gyrus	Brodmann area 9	Gray Matter	56.8692	10.3702	40.6573
RFD1	39.0	-66.0	46.0	-999	RFD	R	strip	Parietal Lobe	Inferior Parietal Lobule	Brodmann area 7	Gray Matter	39.0215	-70.0389	46.1022
