onset	duration	sample	trial_type	response_time	stim_file	item_name	serialpos	list	experiment	session	subject
0.0	0.0	233354	B	n/a	n/a	n/a	-999	-999	pyFR	0	UP024
0.0	181.434	233354	SESS_START	n/a	n/a	n/a	-999	-999	pyFR	0	UP024
181.434	0.016	326253	TRIAL	n/a	n/a	n/a	-999	1	pyFR	0	UP024
181.45	2.955	326262	ORIENT	n/a	n/a	n/a	-999	1	pyFR	0	UP024
184.405	2.471	327775	WORD	n/a	wordpools/wordpool_EN.txt	MAP	1	1	pyFR	0	UP024
186.876	2.703	329040	WORD	n/a	wordpools/wordpool_EN.txt	NET	2	1	pyFR	0	UP024
189.579	2.773	330424	WORD	n/a	wordpools/wordpool_EN.txt	CAGE	3	1	pyFR	0	UP024
192.352	2.621	331844	WORD	n/a	wordpools/wordpool_EN.txt	RICE	4	1	pyFR	0	UP024
194.973	2.553	333186	WORD	n/a	wordpools/wordpool_EN.txt	HOOF	5	1	pyFR	0	UP024
197.526	2.739	334493	WORD	n/a	wordpools/wordpool_EN.txt	PEA	6	1	pyFR	0	UP024
200.265	2.437	335895	WORD	n/a	wordpools/wordpool_EN.txt	SPOON	7	1	pyFR	0	UP024
202.702	2.521	337143	WORD	n/a	wordpools/wordpool_EN.txt	JAIL	8	1	pyFR	0	UP024
205.223	2.688	338434	WORD	n/a	wordpools/wordpool_EN.txt	JET	9	1	pyFR	0	UP024
207.911	2.454	339810	WORD	n/a	wordpools/wordpool_EN.txt	ELF	10	1	pyFR	0	UP024
210.365	2.788	341067	WORD	n/a	wordpools/wordpool_EN.txt	SPRING	11	1	pyFR	0	UP024
213.153	2.621	342494	WORD	n/a	wordpools/wordpool_EN.txt	PIN	12	1	pyFR	0	UP024
215.774	2.571	343836	WORD	n/a	wordpools/wordpool_EN.txt	STEM	13	1	pyFR	0	UP024
218.345	2.521	345153	WORD	n/a	wordpools/wordpool_EN.txt	SHEEP	14	1	pyFR	0	UP024
220.866	23.273	346444	WORD	n/a	wordpools/wordpool_EN.txt	HORSE	15	1	pyFR	0	UP024
244.139	0.917	358360	REC_START	n/a	n/a	n/a	-999	1	pyFR	0	UP024
